match id,bowler,bowler_id,bowler_dob,bowler_details,is_bowler_captain,is_bowler_keeper,inning,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs,match_dt,ingestion_timestamp
8587802,CR Be,3200756,1988-07-18,WI:Right-hand bat:Right-arm fast-medium:,0,0,1,27,0,18,9,0,3,3,0,0,0,2021-01-24,2022/03/21 03:44:58
8587802,NP Wr,3510499,1993-06-19,AUS:Left-hand bat:Left-arm medium:,0,0,2,24,0,18,8,0,7,3,0,3,0,2021-01-24,2022/03/21 03:44:58
8587802,BJ Ds,4756982,1994-06-23,AUS:Left-hand bat:Left-arm fast-medium:,0,0,1,39,2,24,9.75,0,10,3,3,0,0,2021-01-24,2022/03/21 03:44:58
8587802,NT Es,5788418,1994-09-22,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,36,3,24,9,0,6,3,1,0,0,2021-01-24,2022/03/21 03:44:58
8587802,S Le,6722540,2000-08-02,NEP:Right-hand bat:Legbreak googly:,0,0,2,24,2,24,6,0,10,3,0,0,0,2021-01-24,2022/03/21 03:44:58
8587802,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,2,54,1,25,12.96,0,5,2,4,1,1,2021-01-24,2022/03/21 03:44:58
8587802,BD Mi,7455818,1997-03-23,ITA:Right-hand bat:Right-arm offbreak:,0,0,1,22,0,12,11,0,1,0,2,0,0,2021-01-24,2022/03/21 03:44:58
8587816,DT Cn,34061,1983-05-04,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,34,0,25,8.16,0,7,4,0,1,0,2021-01-06,2022/03/21 03:44:58
8587816,SJ Oe,49496,1984-12-09,AUS:Right-hand bat:Slow left-arm orthodox:,0,0,1,33,2,24,8.25,0,10,1,3,0,0,2021-01-06,2022/03/21 03:44:58
8587816,JM Bd,1506077,1986-12-11,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,35,0,24,8.75,0,9,4,1,1,0,2021-01-06,2022/03/21 03:44:58
8587816,Fd Ad,1684276,1982-02-05,AUS:Right-hand bat:Legbreak googly:,0,0,2,17,1,18,5.67,0,6,1,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,MR Mh,1907163,1991-10-20,AUS:Right-hand bat:Right-arm medium:,0,0,2,12,1,12,6,0,7,2,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,JP Bf,1907352,1990-04-20,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,16,1,12,8,0,5,3,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,JT Bl,2904943,1991-03-14,ENG:Right-hand bat:Right-arm fast-medium:,0,0,1,43,0,24,10.75,0,6,6,1,0,0,2021-01-06,2022/03/21 03:44:58
8587816,CR Be,3200756,1988-07-18,WI:Right-hand bat:Right-arm fast-medium:,0,0,1,9,0,6,9,0,1,1,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,AJ Te,3216569,1986-12-12,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,20,4,22,5.45,0,12,3,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,BJ Ds,4756982,1994-06-23,AUS:Left-hand bat:Left-arm fast-medium:,0,0,1,12,0,6,12,0,0,2,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,JA Rn,5419574,1996-09-20,AUS:Right-hand bat:Right-arm fast:,0,0,2,15,3,24,3.75,0,13,1,0,0,0,2021-01-06,2022/03/21 03:44:58
8587816,L Pe,7537060,1999-12-01,AUS:Right-hand bat:Legbreak googly:,0,0,1,13,2,12,6.5,0,5,0,1,0,0,2021-01-06,2022/03/21 03:44:58
8587816,AM He,7869994,1999-01-07,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,17,0,12,8.5,0,1,1,0,0,0,2021-01-06,2022/03/21 03:44:58
8587837,DT Cn,34061,1983-05-04,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,35,2,18,11.67,0,4,3,1,2,0,2021-01-02,2022/03/21 03:44:58
8587837,SJ Oe,49496,1984-12-09,AUS:Right-hand bat:Slow left-arm orthodox:,0,0,2,14,0,18,4.67,0,8,1,0,0,0,2021-01-02,2022/03/21 03:44:58
8587837,JM Bd,1506077,1986-12-11,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,26,1,24,6.5,0,12,4,0,0,0,2021-01-02,2022/03/21 03:44:58
8587837,L Gy,2535420,1992-05-24,ENG:Right-hand bat:Right-arm medium-fast:,0,0,1,39,1,24,9.75,0,2,2,1,2,0,2021-01-02,2022/03/21 03:44:58
8587837,CR Be,3200756,1988-07-18,WI:Right-hand bat:Right-arm fast-medium:,0,0,2,19,1,12,9.5,0,3,1,0,4,0,2021-01-02,2022/03/21 03:44:58
8587837,MT Se,3890984,1994-01-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,33,4,24,8.25,0,7,3,1,0,0,2021-01-02,2022/03/21 03:44:58
8587837,JD Wh,3995991,1993-09-01,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,10,0,18,3.33,0,11,1,0,0,0,2021-01-02,2022/03/21 03:44:58
8587837,BJ Ds,4756982,1994-06-23,AUS:Left-hand bat:Left-arm fast-medium:,0,0,2,45,2,23,11.74,0,8,2,4,0,0,2021-01-02,2022/03/21 03:44:58
8587837,JJ By,4967738,1995-04-08,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,9,0,6,9,0,0,0,0,1,0,2021-01-02,2022/03/21 03:44:58
8587837,MP Kn,5419546,1996-09-20,AUS:Left-hand bat:Slow left-arm orthodox:,0,0,1,16,0,6,16,0,1,2,0,1,0,2021-01-02,2022/03/21 03:44:58
8587837,Mb Ur Rn,6818776,2001-03-28,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,28,2,24,7,0,11,1,2,1,0,2021-01-02,2022/03/21 03:44:58
8587837,XC Bt,7353828,1998-12-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,30,1,18,10,0,2,2,0,0,1,2021-01-02,2022/03/21 03:44:58
8587837,BD Mi,7455818,1997-03-23,ITA:Right-hand bat:Right-arm offbreak:,0,0,2,22,0,18,7.33,0,3,0,1,0,0,2021-01-02,2022/03/21 03:44:58
8587844,PM Se,55299,1984-11-25,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,16,3,19,5.05,1,9,2,0,0,0,2021-01-05,2022/03/21 03:44:58
8587844,Md Ni,181404,1985-01-01,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,32,1,24,8,0,10,1,3,0,0,2021-01-05,2022/03/21 03:44:58
8587844,Id Wm,1594319,1988-12-18,PAK:Left-hand bat:Slow left-arm orthodox:,0,0,1,13,2,18,4.33,0,8,1,0,0,0,2021-01-05,2022/03/21 03:44:58
8587844,KW Rn,1905847,1991-02-12,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,38,2,24,9.5,0,10,5,1,1,0,2021-01-05,2022/03/21 03:44:58
8587844,JK Lr,1906708,1987-11-02,AUS:Right-hand bat:Left-arm fast-medium:,0,0,1,51,0,24,12.75,0,4,6,2,1,1,2021-01-05,2022/03/21 03:44:58
8587844,DR Bs,2170762,1991-04-30,ENG:Right-hand bat:Slow left-arm orthodox:,0,0,2,17,2,24,4.25,0,11,1,0,0,0,2021-01-05,2022/03/21 03:44:58
8587844,HA Cy,3890998,1992-09-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,19,1,18,6.33,0,10,2,1,0,0,2021-01-05,2022/03/21 03:44:58
8587844,MT Rw,5056134,1996-03-28,AUS:Left-hand bat:Right-arm offbreak:,0,0,2,9,0,6,9,0,1,1,0,0,0,2021-01-05,2022/03/21 03:44:58
8587844,Rd Kn,5554254,1998-09-20,AFG:Right-hand bat:Legbreak googly:,0,0,2,21,1,24,5.25,0,10,0,1,0,0,2021-01-05,2022/03/21 03:44:58
8587844,WA Ar,6718844,1997-02-05,AUS:Right-hand bat:Right-arm fast:,0,0,2,23,3,24,5.75,0,12,0,2,1,0,2021-01-05,2022/03/21 03:44:58
8587844,JA Pe,6842170,1996-02-28,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,12,0,12,6,0,3,0,0,1,0,2021-01-05,2022/03/21 03:44:58
8587844,Nr Ad,8277716,2005-01-03,AFG:Right-hand bat:Left-arm wrist-spin:,0,0,1,23,0,18,7.67,0,5,0,1,1,1,2021-01-05,2022/03/21 03:44:58
8587851,Fd Ad,1684276,1982-02-05,AUS:Right-hand bat:Legbreak googly:,0,0,2,29,0,24,7.25,0,6,0,2,1,0,2021-01-22,2022/03/21 03:44:58
8587851,JP Bf,1907352,1990-04-20,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,17,2,24,4.25,0,12,1,0,0,0,2021-01-22,2022/03/21 03:44:58
8587851,DM St,2161599,1990-08-09,AUS:Left-hand bat:Left-arm wrist-spin:,0,0,1,18,1,18,6,0,6,0,1,0,0,2021-01-22,2022/03/21 03:44:58
8587851,LS Le,2827327,1993-08-04,ENG:Right-hand bat:Right-arm offbreak:,0,0,2,9,1,6,9,0,2,0,1,0,0,2021-01-22,2022/03/21 03:44:58
8587851,SM Bd,3125849,1989-04-11,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,48,0,24,12,0,7,7,2,0,0,2021-01-22,2022/03/21 03:44:58
8587851,AJ Te,3216569,1986-12-12,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,32,1,18,10.67,0,4,3,1,2,0,2021-01-22,2022/03/21 03:44:58
8587851,AJ Tr,3501889,1993-01-25,AUS:Right-hand bat:Right-arm offbreak:,1,0,2,23,0,12,11.5,0,3,3,1,0,0,2021-01-22,2022/03/21 03:44:58
8587851,JA Rn,5419574,1996-09-20,AUS:Right-hand bat:Right-arm fast:,0,0,2,33,4,24,8.25,0,15,4,2,1,0,2021-01-22,2022/03/21 03:44:58
8587851,NT Es,5788418,1994-09-22,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,34,4,24,8.5,0,7,4,0,0,0,2021-01-22,2022/03/21 03:44:58
8587851,WG Js,6282856,1998-11-21,ENG:Right-hand bat:Right-arm offbreak:,0,0,1,9,1,6,9,0,2,0,1,0,0,2021-01-22,2022/03/21 03:44:58
8587851,S Le,6722540,2000-08-02,NEP:Right-hand bat:Legbreak googly:,0,0,1,27,2,24,6.75,0,7,1,1,0,0,2021-01-22,2022/03/21 03:44:58
8587851,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,1,40,0,24,10,0,8,4,2,1,0,2021-01-22,2022/03/21 03:44:58
8587851,AM He,7869994,1999-01-07,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,10,0,12,5,0,7,1,0,2,0,2021-01-22,2022/03/21 03:44:58
8587858,GJ Ml,2275195,1988-10-14,AUS:Right-hand bat:Right-arm offbreak:,1,0,1,20,1,6,20,0,1,0,3,0,0,2021-01-07,2022/03/21 03:44:58
8587858,SL Rd,2337117,1992-06-05,AUS:Right-hand bat:Left-arm medium-fast:,0,0,1,15,0,12,7.5,0,6,1,1,1,0,2021-01-07,2022/03/21 03:44:58
8587858,L Gy,2535420,1992-05-24,ENG:Right-hand bat:Right-arm medium-fast:,0,0,2,29,1,12,14.5,0,3,4,1,0,1,2021-01-07,2022/03/21 03:44:58
8587858,A Za,2656541,1992-03-31,AUS:Right-hand bat:Legbreak googly:,0,0,1,7,2,12,3.5,0,5,0,0,0,0,2021-01-07,2022/03/21 03:44:58
8587858,B Se,3731307,1994-11-04,AUS:Left-hand bat:Right-arm fast:,0,0,1,24,0,12,12,0,3,3,1,1,0,2021-01-07,2022/03/21 03:44:58
8587858,MT Se,3890984,1994-01-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,25,3,12,12.5,0,5,1,3,0,0,2021-01-07,2022/03/21 03:44:58
8587858,HR Ct,3901078,1992-02-14,AUS:Right-hand bat:Right-arm medium:,0,0,1,22,0,6,22,0,1,3,1,0,1,2021-01-07,2022/03/21 03:44:58
8587858,JD Wh,3995991,1993-09-01,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,14,0,12,7,0,6,1,1,0,0,2021-01-07,2022/03/21 03:44:58
8587858,Mb Ur Rn,6818776,2001-03-28,AFG:Right-hand bat:Right-arm offbreak:,0,0,2,23,1,12,11.5,0,1,2,1,0,0,2021-01-07,2022/03/21 03:44:58
8587858,XC Bt,7353828,1998-12-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,19,0,12,9.5,0,2,3,0,0,0,2021-01-07,2022/03/21 03:44:58
8587858,Hs Rf,8131255,1993-11-07,PAK:Right-hand bat:Right-arm fast:,0,0,1,25,0,12,12.5,0,1,3,1,0,0,2021-01-07,2022/03/21 03:44:58
8587865,PM Se,55299,1984-11-25,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,23,0,13,10.62,0,6,2,2,0,0,2021-01-25,2022/03/21 03:44:58
8587865,BJ Cg,1612610,1987-01-30,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,16,0,12,8,0,3,1,0,2,0,2021-01-25,2022/03/21 03:44:58
8587865,LN Or,2340729,1993-06-20,AUS:Right-hand bat:Legbreak:,0,0,2,18,0,12,9,0,3,1,1,0,0,2021-01-25,2022/03/21 03:44:58
8587865,MG Nr,2633196,1990-03-29,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,21,0,12,10.5,0,4,2,1,0,0,2021-01-25,2022/03/21 03:44:58
8587865,AF Me,3156033,1992-04-13,NZ:Right-hand bat:Right-arm fast:,0,0,1,31,0,18,10.33,0,6,4,1,1,0,2021-01-25,2022/03/21 03:44:58
8587865,TM Hd,3710090,1993-12-29,AUS:Left-hand bat:Right-arm offbreak:,1,0,2,8,0,6,8,0,1,0,0,0,0,2021-01-25,2022/03/21 03:44:58
8587865,DJ Wl,3901099,1991-07-10,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,24,1,18,8,0,7,3,0,1,0,2021-01-25,2022/03/21 03:44:58
8587865,N Mw,5497274,1993-07-14,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,8,1,12,4,0,8,1,0,0,0,2021-01-25,2022/03/21 03:44:58
8587865,CJ Gn,5509524,1993-10-01,AUS:Right-hand bat:Right-arm offbreak:,0,0,1,19,1,12,9.5,0,4,0,2,1,0,2021-01-25,2022/03/21 03:44:58
8587865,B Dt,6521234,1994-05-03,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,19,1,18,6.33,0,8,3,0,0,0,2021-01-25,2022/03/21 03:44:58
8587865,WA Ar,6718844,1997-02-05,AUS:Right-hand bat:Right-arm fast:,0,0,2,21,0,12,10.5,0,2,2,0,1,0,2021-01-25,2022/03/21 03:44:58
8587865,T Sa,8193310,2001-11-26,AUS:Right-hand bat:Legbreak:,0,0,1,20,1,12,10,0,3,2,1,0,0,2021-01-25,2022/03/21 03:44:58
8587879,M Ml,325779,1984-10-06,SA:Left-hand bat:Right-arm fast:,0,0,1,24,2,24,6,0,9,0,1,0,0,2021-01-19,2022/03/21 03:44:58
8587879,Fd Ad,1684276,1982-02-05,AUS:Right-hand bat:Legbreak googly:,0,0,2,25,3,22,6.82,0,7,1,1,0,0,2021-01-19,2022/03/21 03:44:58
8587879,JP Bf,1907352,1990-04-20,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,17,2,18,5.67,0,13,2,0,1,1,2021-01-19,2022/03/21 03:44:58
8587879,L Gy,2535420,1992-05-24,ENG:Right-hand bat:Right-arm medium-fast:,0,0,1,33,0,18,11,0,1,1,2,0,0,2021-01-19,2022/03/21 03:44:58
8587879,LS Le,2827327,1993-08-04,ENG:Right-hand bat:Right-arm offbreak:,0,0,2,10,1,12,5,0,3,0,0,0,0,2021-01-19,2022/03/21 03:44:58
8587879,AJ Te,3216569,1986-12-12,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,12,2,18,4,0,10,0,0,1,0,2021-01-19,2022/03/21 03:44:58
8587879,MT Se,3890984,1994-01-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,42,0,24,10.5,0,7,5,1,1,0,2021-01-19,2022/03/21 03:44:58
8587879,JD Wh,3995991,1993-09-01,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,34,2,24,8.5,0,10,3,2,1,0,2021-01-19,2022/03/21 03:44:58
8587879,JJ By,4967738,1995-04-08,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,27,1,18,9,0,3,2,1,0,0,2021-01-19,2022/03/21 03:44:58
8587879,MP Kn,5419546,1996-09-20,AUS:Left-hand bat:Slow left-arm orthodox:,0,0,1,4,0,6,4,0,2,0,0,0,0,2021-01-19,2022/03/21 03:44:58
8587879,JA Rn,5419574,1996-09-20,AUS:Right-hand bat:Right-arm fast:,0,0,2,10,2,18,3.33,0,12,1,0,0,0,2021-01-19,2022/03/21 03:44:58
8587879,XC Bt,7353828,1998-12-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,5,0,6,5,0,3,0,0,0,0,2021-01-19,2022/03/21 03:44:58
8587879,AM He,7869994,1999-01-07,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,29,0,12,14.5,0,4,1,3,0,0,2021-01-19,2022/03/21 03:44:58
8587886,DR Bs,2170762,1991-04-30,ENG:Right-hand bat:Slow left-arm orthodox:,0,0,1,36,1,24,9,0,8,2,1,2,0,2021-01-15,2022/03/21 03:44:58
8587886,GJ Ml,2275195,1988-10-14,AUS:Right-hand bat:Right-arm offbreak:,1,0,2,12,2,24,3,0,13,0,0,0,0,2021-01-15,2022/03/21 03:44:58
8587886,LN Or,2340729,1993-06-20,AUS:Right-hand bat:Legbreak:,0,0,1,26,0,24,6.5,0,6,1,1,0,0,2021-01-15,2022/03/21 03:44:58
8587886,A Za,2656541,1992-03-31,AUS:Right-hand bat:Legbreak googly:,0,0,2,17,5,20,5.1,1,9,2,0,0,0,2021-01-15,2022/03/21 03:44:58
8587886,B Se,3731307,1994-11-04,AUS:Left-hand bat:Right-arm fast:,0,0,2,10,1,12,5,0,8,1,0,1,0,2021-01-15,2022/03/21 03:44:58
8587886,DJ Wl,3901099,1991-07-10,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,28,0,24,7,0,12,3,1,1,0,2021-01-15,2022/03/21 03:44:58
8587886,C Ve,4239045,1994-09-06,AUS:Right-hand bat:Right-arm medium:,0,0,1,36,1,24,9,0,5,3,1,0,0,2021-01-15,2022/03/21 03:44:58
8587886,Zr Kn,4985546,1998-12-20,AFG:Left-hand bat:Left-arm wrist-spin:,0,0,2,19,2,24,4.75,0,13,1,0,2,0,2021-01-15,2022/03/21 03:44:58
8587886,WA Ar,6718844,1997-02-05,AUS:Right-hand bat:Right-arm fast:,0,0,1,46,0,24,11.5,0,10,4,3,0,0,2021-01-15,2022/03/21 03:44:58
8587886,Hs Rf,8131255,1993-11-07,PAK:Right-hand bat:Right-arm fast:,0,0,2,10,0,6,10,0,1,1,0,0,0,2021-01-15,2022/03/21 03:44:58
8587893,BJ Cg,1612610,1987-01-30,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,22,0,18,7.33,0,4,0,1,0,0,2021-01-18,2022/03/21 03:44:58
8587893,DM St,2161599,1990-08-09,AUS:Left-hand bat:Left-arm wrist-spin:,0,0,1,38,0,24,9.5,0,4,3,1,0,0,2021-01-18,2022/03/21 03:44:58
8587893,SM Bd,3125849,1989-04-11,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,41,4,24,10.25,0,8,4,1,1,0,2021-01-18,2022/03/21 03:44:58
8587893,AF Me,3156033,1992-04-13,NZ:Right-hand bat:Right-arm fast:,0,0,2,36,1,24,9,0,9,6,0,2,0,2021-01-18,2022/03/21 03:44:58
8587893,N Mw,5497274,1993-07-14,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,24,1,12,12,0,3,3,1,0,0,2021-01-18,2022/03/21 03:44:58
8587893,CJ Gn,5509524,1993-10-01,AUS:Right-hand bat:Right-arm offbreak:,0,0,2,22,0,12,11,0,2,1,1,1,0,2021-01-18,2022/03/21 03:44:58
8587893,DR Ss,5788320,1992-10-27,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,30,0,18,10,0,8,2,2,2,0,2021-01-18,2022/03/21 03:44:58
8587893,NT Es,5788418,1994-09-22,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,35,1,24,8.75,0,9,3,1,4,0,2021-01-18,2022/03/21 03:44:58
8587893,S Le,6722540,2000-08-02,NEP:Right-hand bat:Legbreak googly:,0,0,1,28,0,24,7,0,6,2,0,3,0,2021-01-18,2022/03/21 03:44:58
8587893,RP Mh,6732004,1996-06-21,AUS:Right-hand bat:Right-arm fast:,0,0,1,26,0,24,6.5,0,8,2,0,0,0,2021-01-18,2022/03/21 03:44:58
8587893,T Sa,8193310,2001-11-26,AUS:Right-hand bat:Legbreak:,0,0,2,45,2,24,11.25,0,7,3,3,2,0,2021-01-18,2022/03/21 03:44:58
8587907,DT Cn,34061,1983-05-04,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,22,1,24,5.5,0,7,0,0,1,0,2021-01-03,2022/03/21 03:44:58
8587907,PM Se,55299,1984-11-25,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,34,0,18,11.33,0,5,4,1,0,0,2021-01-03,2022/03/21 03:44:58
8587907,DR Bs,2170762,1991-04-30,ENG:Right-hand bat:Slow left-arm orthodox:,0,0,2,38,0,24,9.5,0,6,5,1,0,0,2021-01-03,2022/03/21 03:44:58
8587907,JT Bl,2904943,1991-03-14,ENG:Right-hand bat:Right-arm fast-medium:,0,0,1,42,1,24,10.5,0,8,5,2,1,0,2021-01-03,2022/03/21 03:44:58
8587907,CR Be,3200756,1988-07-18,WI:Right-hand bat:Right-arm fast-medium:,0,0,1,16,0,12,8,0,3,0,1,1,0,2021-01-03,2022/03/21 03:44:58
8587907,DJ Wl,3901099,1991-07-10,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,25,0,18,8.33,0,9,5,0,0,0,2021-01-03,2022/03/21 03:44:58
8587907,BJ Ds,4756982,1994-06-23,AUS:Left-hand bat:Left-arm fast-medium:,0,0,1,19,1,18,6.33,0,7,2,0,2,0,2021-01-03,2022/03/21 03:44:58
8587907,Rd Kn,5554254,1998-09-20,AFG:Right-hand bat:Legbreak googly:,0,0,2,18,3,24,4.5,0,14,2,0,0,0,2021-01-03,2022/03/21 03:44:58
8587907,RJ Gn,5776490,1993-12-30,AUS:Right-hand bat:Right-arm medium:,0,0,2,10,0,6,10,0,1,1,0,0,0,2021-01-03,2022/03/21 03:44:58
8587907,WA Ar,6718844,1997-02-05,AUS:Right-hand bat:Right-arm fast:,0,0,2,25,0,18,8.33,0,3,1,0,0,0,2021-01-03,2022/03/21 03:44:58
8587907,BD Mi,7455818,1997-03-23,ITA:Right-hand bat:Right-arm offbreak:,0,0,1,29,1,24,7.25,0,6,3,0,0,0,2021-01-03,2022/03/21 03:44:58
8587907,L Pe,7537060,1999-12-01,AUS:Right-hand bat:Legbreak googly:,0,0,1,15,0,18,5,0,9,2,0,0,0,2021-01-03,2022/03/21 03:44:58
8587914,JL Dy,87191,1986-03-16,ENG:Right-hand bat:Legbreak:,0,0,1,8,0,6,8,0,2,1,0,0,0,2021-01-14,2022/03/21 03:44:58
8587914,M Ml,325779,1984-10-06,SA:Left-hand bat:Right-arm fast:,0,0,1,29,1,24,7.25,0,10,2,1,0,0,2021-01-14,2022/03/21 03:44:58
8587914,Id Wm,1594319,1988-12-18,PAK:Left-hand bat:Slow left-arm orthodox:,0,0,2,28,1,24,7,0,11,4,0,0,0,2021-01-14,2022/03/21 03:44:58
8587914,KW Rn,1905847,1991-02-12,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,29,1,22,7.91,0,7,4,0,0,0,2021-01-14,2022/03/21 03:44:58
8587914,MT Se,3890984,1994-01-17,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,24,2,24,6,0,14,2,1,0,1,2021-01-14,2022/03/21 03:44:58
8587914,JD Wh,3995991,1993-09-01,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,52,1,24,13,0,5,6,2,1,0,2021-01-14,2022/03/21 03:44:58
8587914,JJ By,4967738,1995-04-08,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,14,0,12,7,0,3,1,0,0,0,2021-01-14,2022/03/21 03:44:58
